UserId,Questions,Answers,Reputation
"56541","27","1012","47369"
"26210","10","573","47272"
"8747","3","1506","47177"
"10585","12","307","47114"
"341994","8","1483","46968"
"90848","26","808","46924"
"8954","31","447","46874"
"3937","11","1346","46802"
"1226894","14","1567","46742"
"12597","712","529","46708"
"321697","36","834","46399"
"19635","70","875","46362"
"395760","5","948","46267"
"654031","27","1523","46185"
"9360","57","586","46130"
"165520","98","742","46105"
"1252759","3","1707","46041"
"2915","107","585","46015"
"50617","1","1398","46013"
"546861","1","1467","45989"
"120163","39","1855","45981"
"138304","55","1310","45941"
"302677","193","1423","45899"
"440502","21","1717","45784"
"493939","1","1290","45748"
"1353011","3","1859","45717"
"334519","42","663","45670"
"44853","15","1327","45669"
"403671","0","1123","45582"
"440119","28","1102","45426"
"9493","0","240","45325"
"398242","59","1000","45318"
"725418","7","1244","45317"
"1001643","4","1008","45297"
"91914","10","679","45237"
"1202025","4","1865","45220"
"1126841","0","1852","45207"
"19746","39","1010","45047"
"6461","69","413","45029"
"350858","14","2309","44982"
"6440","25","799","44981"
"123111","27","871","44956"
"1831293","50","2500","44861"
"492405","14","931","44850"
"65387","1022","791","44825"
"353410","31","927","44817"
"714969","42","2230","44733"
"81205","6","759","44540"
"825789","17","1732","44506"
"83109","7","1108","44496"
"1259510","1","1257","44410"
"11354","6","580","44339"
"13792","4","632","44308"
"372","12","478","44294"
"722783","11","1719","44272"
"2199","10","845","44263"
"471272","4","652","44099"
"27439","19","1312","44035"
"60682","29","1465","43960"
"95382","0","1281","43884"
"244128","48","1170","43854"
"123582","17","650","43834"
"1081897","1","1833","43808"
"23501","27","633","43800"
"905","95","565","43731"
"40521","325","1746","43722"
"17028","4","1115","43690"
"283366","6","1561","43653"
"1030675","2","1548","43642"
"15861","49","827","43640"
"10320","45","863","43579"
"169346","0","1434","43563"
"318758","4","1611","43522"
"385378","24","593","43503"
"19410","174","1283","43502"
"176769","37","1410","43478"
"572","252","538","43448"
"4883","116","19","43380"
"193688","0","345","43336"
"889949","12","1464","43286"
"477420","1","2243","43282"
"400056","9","1105","43208"
"160313","0","1092","43171"
"24995","10","981","43142"
"2214","4","270","43087"
"190277","10","906","43074"
"726361","95","925","43071"
"825","10","157","43061"
"368630","129","1914","43031"
"62082","17","716","42983"
"8355","13","646","42983"
"1927832","74","2310","42945"
"1267661","3","1487","42924"
"29809","11","963","42911"
"772055","5","2474","42875"
"297641","12","1284","42809"
"379693","89","1160","42771"
"839646","11","1283","42747"
"622310","7","1801","42695"
"48684","57","1007","42620"
"110204","13","624","42601"
"90801","109","890","42596"
"1012053","9","1386","42525"
"1385941","3","985","42520"
"42139","28","2059","42519"
"372643","7","1193","42513"
"650405","20","1646","42502"
"213464","28","948","42488"
"521799","146","907","42465"
"61700","0","717","42464"
"1786","33","665","42422"
"75642","238","977","42404"
"78845","3","1070","42298"
"6068","335","140","42282"
"104790","3","1002","42198"
"187697","43","1261","42196"
"20972","63","716","42188"
"352552","225","1097","42130"
"1009603","2","1397","42118"
"981049","8","1746","42024"
"15880","4","1081","41924"
"989121","85","1061","41882"
"192247","170","545","41831"
"74118","135","584","41795"
"198643","0","1444","41785"
"59111","2","806","41740"
"19403","41","1168","41731"
"500584","1","892","41731"
"390913","22","1850","41695"
"116472","2","1303","41623"
"95706","6","157","41615"
"927034","18","1257","41516"
"421223","4","1210","41500"
"373321","65","1620","41447"
"119634","0","1034","41410"
"790387","5","2038","41399"
"383904","37","1745","41387"
"597657","175","1015","41279"
"20128","135","849","41230"
"597607","1","1354","41216"
"218589","43","1334","41197"
"136540","12","1252","41162"
"135978","3","996","41112"
"23199","135","1319","41095"
"634419","4","835","41058"
"8435","44","392","41044"
"717383","1","1560","40974"
"388520","64","888","40939"
"370305","8","1232","40921"
"557219","1","565","40888"
"12349","4","851","40862"
"13018","17","874","40829"
"3603","68","959","40828"
"42346","0","699","40774"
"396458","34","713","40687"
"95612","5","835","40613"
"127059","22","1390","40571"
"302916","0","1402","40543"
"13430","76","522","40507"
"1920232","0","1930","40506"
"41956","263","1458","40487"
"98607","26","930","40460"
"160206","130","1159","40414"
"29","62","440","40384"
"981959","2","1038","40339"
"92315","5","197","40333"
"66226","73","425","40322"
"251153","134","669","40300"
"4639","1013","68","40283"
"4482","1","317","40278"
"113141","213","1110","40239"
"15537","111","490","40189"
"27009","35","672","40162"
"21632","26","369","40139"
"280244","124","1431","40135"
"267887","59","949","40132"
"52626","58","804","40057"
"54420","101","770","40038"
"691688","11","1666","40029"
"319403","8","1266","40027"
"12707","2","708","40006"
"318425","21","691","40003"
"3827","38","774","39999"
"468793","4","993","39987"
"370103","245","1163","39986"
"9345","17","853","39945"
"15031","11","865","39937"
"78259","91","653","39912"
"77779","77","952","39863"
"65070","12","1233","39691"
"1094597","27","1717","39635"
"211563","7","773","39498"
"719186","4","1436","39430"
"31582","24","524","39427"
"467105","0","709","39382"
"381345","7","1124","39377"
"53212","30","531","39330"
"40516","51","454","39309"
"320615","67","863","39305"
"86989","2","1171","39285"
"15955","43","548","39273"
"62024","48","1259","39243"
"9410","2","137","39240"
"341750","33","2179","39227"
"101361","4","1388","39215"
"238978","2","1234","39211"
"577088","1","774","39194"
"183172","3","724","39119"
"39992","41","713","39112"
"1069068","13","1394","39078"
"1285133","11","1792","39044"
"410767","7","1416","39026"
"309925","2","1415","39007"
"405143","8","609","38997"
"298624","120","980","38953"
"252228","0","1788","38942"
"1098851","5","1289","38875"
"156695","34","2225","38863"
"320726","17","1204","38835"
"118903","0","802","38781"
"305","70","303","38757"
"25222","3","254","38735"
"1903116","18","1645","38698"
"353802","17","1511","38692"
"680925","0","1359","38690"
"22459","71","847","38678"
"9833","0","1239","38667"
"7116","16","812","38635"
"241462","7","917","38587"
"25449","1","50","38560"
"5728","33","1191","38547"
"1229023","6","1163","38521"
"309308","16","537","38506"
"159270","14","1751","38458"
"575527","81","1412","38447"
"189179","3","409","38435"
"228171","9","888","38421"
"366377","0","1620","38366"
"2767755","224","1455","38337"
"390278","9","1044","38284"
"567751","20","1141","38151"
"201863","70","1552","38118"
"14148","17","1064","38103"
"90527","19","1065","38102"
"1201032","16","851","38099"
"88558","8","1305","38081"
"163053","29","421","38079"
"297408","2","1831","38047"
"84270","2","1221","37973"
"3916","10","816","37931"
"690854","43","1778","37931"
"23070","11","315","37923"
"240443","27","1333","37901"
"3191","102","528","37865"
"4323","40","1488","37834"
"266795","14","1105","37783"
"1848600","0","1149","37747"
"263004","109","1026","37708"
"68507","62","839","37664"
"30225","64","1749","37609"
"8427","0","883","37607"
"2119","15","434","37592"
"808486","17","1272","37585"
"1521179","3","969","37573"
"348785","89","857","37533"
"20938","0","1333","37514"
"2603","5","240","37447"
"421195","18","2165","37447"
"330057","70","1226","37438"
"97828","2","273","37434"
"1782465","13","1034","37429"
"215966","33","1676","37413"
"13279","47","1395","37401"
"44084","210","299","37284"
"18157","17","1563","37277"
"741747","15","2085","37273"
"168175","26","768","37247"
"358221","13","981","37215"
"53897","145","2727","37201"
"321946","233","751","37172"
"680398","1","558","37138"
"127893","70","509","37132"
"603977","5","1014","37118"
"81769","11","825","37110"
"527185","4","1398","37039"
"201952","31","673","37038"
"400547","1","1381","37025"
"199245","0","618","37007"
"447356","6","1889","36959"
"145403","0","713","36922"
"41665","15","525","36905"
"201199","0","1012","36880"
"295264","176","2001","36852"
"398968","8","829","36832"
"345717","20","830","36794"
"60261","44","330","36790"
"905093","0","279","36759"
"968261","11","1427","36738"
"422597","0","718","36730"
"960757","20","694","36673"
"751090","2","1101","36643"
"89806","40","592","36637"
"358970","1","500","36604"
"74314","107","859","36590"
"681865","1","794","36570"
"9859","207","477","36570"
"6508","22","256","36556"
"163203","97","773","36536"
"14089","30","270","36519"
"41360","325","744","36487"
"49942","44","1330","36478"
"223386","188","1139","36461"
"573626","0","888","36450"
"358679","3","1398","36439"
"15401","16","785","36411"
"392","74","357","36336"
"369","71","731","36333"
"251173","57","1335","36322"
"1418796","0","324","36288"
"166686","2","885","36288"
"636019","0","768","36218"
"210102","11","1479","36160"
"11236","857","188","36156"
"3571","16","434","36112"
"13724","7","1226","36088"
"58186","30","1168","36070"
"1219006","6","1017","36068"
"39742","95","919","36023"
"17624","0","340","36023"
"11654","0","2056","36020"
"365496","7","997","35975"
"47550","60","1136","35891"
"244297","79","572","35886"
"73681","14","498","35855"
"2235132","2","1303","35843"
"53341","24","1234","35831"
"9204","309","799","35821"
"862594","5","1128","35763"
"44562","17","723","35762"
"40655","59","478","35745"
"2658202","27","991","35741"
"616700","0","1069","35726"
"96656","26","431","35719"
"428790","39","508","35696"
"283676","23","1219","35673"
"82586","113","1360","35633"
"107415","47","692","35586"
"397861","144","1585","35576"
"12716","8","873","35543"
"23649","26","756","35533"
"444991","5","1001","35411"
"93448","54","487","35364"
"55774","13","972","35345"
"501696","48","1550","35330"
"1983854","16","1159","35328"
"916657","20","597","35319"
"298225","1","1010","35306"
"257182","3","2246","35275"
"23234","42","567","35272"
"40005","0","193","35270"
"1093528","68","1534","35251"
"1862","51","759","35232"
"451475","14","1005","35201"
"4926","18","267","35177"
"18061","7","757","35147"
"791604","12","563","35147"
"60096","81","735","35144"
"102441","210","1273","35140"
"4203","64","816","35060"
"345490","15","1774","35059"
"128940","0","1386","35059"
"670396","59","1520","35048"
"330565","26","790","34979"
"81179","17","625","34973"
"496445","27","1021","34972"
"29995","32","471","34942"
"369707","4","936","34930"
"127320","219","1344","34928"
"133840","2","1721","34902"
"156142","43","908","34896"
"412916","1","572","34865"
"1195080","159","1578","34809"
"249933","56","1234","34780"
"901048","18","1320","34758"
"21926","3","544","34749"
"172211","27","1104","34747"
"116923","28","514","34719"
"140816","12","858","34665"
"45249","7","884","34657"
"60","4","567","34638"
"149808","36","905","34626"
"122428","0","894","34578"
"157237","78","417","34575"
"436376","58","1301","34556"
"114029","53","1173","34552"
"78374","351","449","34547"
"35501","35","926","34535"
"1529853","0","2156","34532"
"69802","10","556","34495"
"658","30","231","34484"
"23691","98","564","34452"
"18511","93","225","34446"
"4337","20","378","34442"
"254279","1","538","34442"
"164998","79","1307","34379"
"2635","101","104","34311"
"98401","19","212","34298"
"28004","268","993","34295"
"16406","7","1312","34269"
"119895","108","731","34269"
"722121","2","769","34235"
"331508","10","1171","34154"
"64174","13","1258","34151"
"15614","3","467","34141"
"64004","10","473","34132"
"297762","10","753","34127"
"2847","25","766","34120"
"548696","20","961","34118"
"23897","2","616","34095"
"72247","0","314","34069"
"20745","45","435","34028"
"10947","23","469","33973"
"9611","176","729","33969"
"1210329","1","1902","33963"
"295783","91","1755","33934"
"1009479","15","951","33919"
"387076","11","680","33910"
"39375","11","520","33909"
"1414562","23","1685","33903"
"457352","51","908","33901"
"1043","26","379","33898"
"280222","33","1060","33892"
"600500","11","1120","33791"
"219661","17","1079","33786"
"76559","79","813","33783"
"86611","281","1898","33772"
"139746","44","732","33747"
"226897","449","1239","33736"
"82959","0","706","33729"
"418715","4","824","33728"
"160378","6","335","33720"
"118703","33","1064","33699"
"216063","11","419","33694"
"562459","0","1702","33686"
"1708801","6","951","33686"
"183528","106","990","33664"
"142637","16","913","33653"
"74757","43","885","33646"
"131140","95","1169","33592"
"210578","83","909","33587"
"1175966","2","1883","33574"
"57191","53","1416","33567"
"46926","68","724","33548"
"82511","41","1493","33533"
"559784","16","766","33495"
"74022","99","659","33466"
"812912","30","1462","33457"
"4853","7","242","33456"
"119527","48","950","33441"
"104184","31","214","33424"
"40468","10","720","33379"
"516548","0","841","33368"
"546999","20","1217","33355"
"726863","25","879","33289"
"2611","0","591","33277"
"77507","10","861","33184"
"4435","21","502","33164"
"941272","7","2052","33158"
"60777","23","520","33150"
"306253","13","598","33147"
"44743","52","732","33116"
